median_aqi,pm25_days,unhealthy_days,resp_death_rate,Risk_Cluster
31,0,0,0.000422345,1
14,120,0,0.000235753,0
46,229,0,0.000184326,2
56,106,1,0.000214212,0
47,244,0,0.000177883,2
101,161,48,0.000206937,0
45,102,0,0.000168622,0
39,0,0,0.000281134,1
33,35,0,0.000268639,1
8,118,0,0.00010571,0
49,90,2,0.000640667,0
24,35,0,0.000358706,1
43,75,2,0.000181975,0
31,0,0,0.000352549,1
46,252,0,0.000212608,2
49,194,0,0.000210483,0
38,0,0,0.000183412,1
24,98,0,0.000266798,0
38,89,8,0.000147707,0
49,0,8,0.000280945,1
46,0,0,0.000330698,1
39,335,0,0.000235386,2
41,61,0,0.000245153,0
78,191,15,0.000201864,0
41,73,0,0.000550507,0
39,0,0,0.000236104,1
33,54,0,0.000130244,1
54,229,2,0.000210088,2
39,84,0,0.000238154,0
42,74,1,0.000203281,0
39,91,0,0.000274498,0
37,67,0,0.000158311,0
31,46,0,0.00023943,1
36,0,0,0.000256605,1
58,161,16,0.000192371,0
61,86,11,0.000346687,0
34,340,0,0.000176587,2
42,75,3,0.00020479,0
35,0,0,0.000183542,1
27,0,0,0.000325111,1
44,5,7,0.000162787,1
55,120,0,0.00030144,0
54,113,0,0.00034957,0
31,70,0,0.000408953,0
44,250,0,0.000119489,2
64,113,0,0.000315968,0
61,131,23,0.000226943,0
52,118,0,0.00024374,0
11,120,0,0.000265652,0
32,0,0,0.00024041,1
31,0,0,0.000264403,1
36,44,2,0.000498898,1
48,0,2,0.000217467,1
58,229,15,0.000249732,2
42,56,0,0.000295251,1
44,243,0,0.000372765,2
50,99,0,0.000481001,0
36,326,0,0.000208174,2
44,80,0,0.000222363,0
49,184,1,0.000149024,0
36,366,0,0.000161172,2
15,119,0,5.15e-05,0
54,236,1,0.000221923,2
17,0,0,0.000309771,1
44,0,1,0.000184194,1
38,0,0,0.000172451,1
51,248,1,0.000280854,2
49,78,15,0.000222552,0
51,248,0,0.000292625,2
40,65,0,0.00018071,0
28,119,0,0.000176877,0
44,0,0,0.000202895,1
61,223,5,0.000221457,2
7,115,0,9.82e-05,0
47,234,0,0.000239006,2
37,16,0,0.000296536,1
46,46,5,0.000134312,1
44,62,0,0.00032386,0
49,215,0,0.000216948,2
30,0,2,0.000337445,1
24,365,0,0.000145768,2
50,257,0,0.000268203,2
54,278,0,9.35e-05,2
46,201,0,0.000197486,2
42,64,0,0.000201868,0
35,62,0,0.000196419,0
52,260,0,0.000179365,2
20,0,0,0.00033628,1
24,86,0,0.000358362,0
14,108,0,0.000232079,0
31,262,0,0.000117726,2
80,191,43,0.000206259,0
14,0,0,0.000145985,1
45,171,4,0.000161824,0
58,284,0,0.000201843,2
32,38,0,0.000252938,1
16,0,0,0.000232034,1
49,226,0,0.000281908,2
44,11,0,0.000265091,1
44,44,0,0.000144606,1
44,0,0,0.000135777,1
42,76,1,0.000168423,0
44,0,0,0.000504353,1
48,246,0,0.000100827,2
67,163,16,0.000297191,0
31,255,0,0.000131981,2
22,0,0,0.000200632,1
43,93,2,0.000215445,0
44,0,5,0.000283605,1
50,234,1,0.000129928,2
45,111,0,0.000242301,0
37,113,0,0.000277046,0
48,227,0,0.000150527,2
45,100,0,0.000224596,0
7,108,0,0.000106479,0
36,65,0,0.000201837,0
15,0,0,0.000347258,1
54,310,0,0.000166116,2
43,0,0,0.000280425,1
46,69,10,0.00033305,0
15,0,0,0.000194983,1
60,88,3,0.000260387,0
54,252,0,0.000256,2
37,268,0,0.000119373,2
44,87,2,0.000164026,0
44,180,1,0.000188135,0
37,0,0,0.000234184,1
50,0,0,0.000305534,1
42,0,1,0.00023324,1
60,261,1,0.000324829,2
45,95,3,0.000153243,0
60,260,1,0.000272188,2
48,201,2,0.000155697,2
43,75,0,0.000187989,0
52,285,0,0.000126143,2
50,80,5,0.000362114,0
40,0,0,0.000310606,1
39,62,0,0.000118277,0
42,51,1,0.00030077,1
39,0,0,0.000123122,1
45,3,0,0.000270173,1
44,136,0,0.000173919,0
29,116,0,0.000290948,0
33,24,1,0.000280239,1
44,7,0,0.000266948,1
41,0,0,0.000257588,1
41,0,0,0.000174605,1
48,172,0,0.000335368,0
41,0,4,0.000338929,1
41,238,0,0.000218889,2
39,336,0,0.000269727,2
17,118,0,0.000804943,0
20,0,0,0.000415168,1
47,362,0,0.000301528,2
40,359,0,0.00029916,2
17,0,0,0.000277421,1
37,0,0,0.000259907,1
39,74,1,0.000496006,0
42,365,0,0.000267483,2
46,0,0,0.00018991,1
52,251,0,0.000179018,2
48,215,0,0.000144106,2
40,90,1,0.00018564,0
41,0,0,0.000128849,1
33,38,0,0.000231568,1
43,91,0,0.000279013,0
50,90,1,0.000352168,0
26,105,0,0.000246691,0
55,281,1,0.00023547,2
56,119,0,0.000268501,0
41,159,0,0.000205378,0
55,292,6,0.000128141,2
48,96,6,0.000233293,0
44,116,0,0.000303343,0
47,53,0,0.000199513,1
51,101,0,0.000244519,0
39,181,0,0.0002226,0
59,68,1,0.000247747,0
44,78,2,0.000210596,0
52,37,0,0.000139233,1
20,114,0,0.000265176,0
61,162,0,0.000207005,0
97,143,65,0.000193136,0
55,292,2,0.000360127,2
41,42,0,0.00032702,1
49,0,4,0.000207152,1
35,70,0,0.000224884,0
47,60,2,0.000246153,0
56,274,0,0.000202431,2
46,105,0,0.000446879,0
24,271,0,0.000176586,2
34,0,0,0.000180185,1
38,88,0,0.00019063,0
59,293,4,0.00022258,2
45,0,0,0.000272965,1
42,0,0,0.000294274,1
31,89,0,6.49e-05,0
32,117,0,0.000237075,0
41,179,0,0.000170591,0
46,15,0,0.000238118,1
56,307,3,0.000169607,2
41,49,0,0.000148852,1
22,156,0,0.000455416,0
64,294,2,0.000253729,2
15,0,0,0.000362031,1
33,0,0,0.000377675,1
55,122,0,0.000256488,0
34,99,0,0.000148153,0
46,253,1,0.000123602,2
40,90,0,0.000454416,0
59,120,0,0.00046335,0
48,0,1,0.000346616,1
45,0,2,0.000138425,1
36,0,0,0.000224071,1
43,243,0,0.00030135,2
44,202,0,0.000252173,2
38,0,0,0.000104418,1
19,122,0,0.000599922,0
55,271,0,0.000292878,2
14,68,0,0.000336075,0
40,31,0,0.000157573,1
44,0,1,0.000196432,1
56,362,1,0.000292847,2
21,0,0,0.000425049,1
41,80,0,0.000198918,0
32,365,0,0.00015872,2
43,61,0,0.000156764,0
20,194,0,0.0001286,0
55,12,31,0.000184343,1
24,0,0,0.000332416,1
33,0,0,0.000281831,1
44,297,0,0.000274769,2
32,88,0,0.000299515,0
41,90,0,0.000204843,0
35,44,0,0.000200527,1
42,262,0,0.000240176,2
19,0,0,0.000138459,1
36,307,0,0.000127638,2
42,0,0,0.000334665,1
31,122,0,0.000211508,0
57,283,2,0.000143155,2
42,0,0,0.000255094,1
30,122,0,0.000561615,0
41,0,0,0.000314137,1
61,217,0,0.000168452,2
48,82,2,0.000163581,0
34,103,0,0.000238981,0
42,189,0,0.000163195,0
37,201,0,0.000198942,2
59,319,0,0.00042611,2
41,79,0,0.000140229,0
49,0,5,0.000238404,1
43,134,0,0.000195204,0
35,96,0,0.000191178,0
50,79,12,0.000180419,0
49,310,0,0.000160911,2
35,0,0,0.00032575,1
43,112,0,0.000396938,0
51,21,6,0.000145931,1
42,83,0,0.000210902,0
46,205,0,0.000326711,2
58,105,0,0.000307405,0
63,34,27,0.000142394,1
51,283,0,0.000206101,2
42,86,0,0.000287423,0
28,235,0,0.000151314,2
33,0,0,0.000170014,1
19,88,0,0.000315971,0
39,66,0,0.000458233,0
35,27,0,0.000122435,1
48,217,0,0.000201023,2
39,90,0,0.000256234,0
49,91,0,0.000191045,0
60,110,0,0.000298448,0
55,119,0,0.000309476,0
23,198,0,0.000253358,2
68,162,6,0.000130589,0
48,193,0,0.000258694,0
36,0,0,0.000286656,1
57,331,0,0.000186481,2
58,120,0,0.000451279,0
64,178,2,0.00016704,0
27,94,0,0.000318502,0
36,122,0,0.000161297,0
76,150,15,0.000222861,0
28,116,0,0.000312573,0
41,98,0,0.000511708,0
58,0,0,0.000362747,1
44,87,0,0.000252796,0
67,39,13,0.000139749,1
48,317,0,0.00012746,2
37,192,0,0.000116323,0
38,0,3,0.000126652,1
27,365,0,0.000171203,2
22,365,0,0.000130493,2
11,110,0,0.000220703,0
40,251,3,0.000126288,2
42,305,0,0.000130435,2
46,91,10,0.000152823,0
52,222,0,0.000143601,2
42,80,9,0.000232471,0
45,19,0,9.91e-05,1
36,117,1,0.00030637,0
40,0,2,0.000244847,1
39,0,0,0.000183472,1
38,276,0,9.13e-05,2
47,0,1,0.00015548,1
34,199,0,0.000188065,2
37,97,0,0.000236226,0
17,116,0,0.000241765,0
47,41,0,0.000181292,1
51,16,0,0.000294908,1
16,0,0,0.00021026,1
42,0,0,0.000364142,1
48,0,0,0.000120604,1
41,29,0,0.000231648,1
42,73,0,0.000283737,0
41,0,0,0.000218181,1
48,80,13,0.000326091,0
27,103,0,0.000225075,0
44,175,0,0.000190476,0
56,130,6,0.000130882,0
34,0,0,0.00011985,1
47,159,4,0.000117281,0
19,116,0,0.000185313,0
34,31,1,0.000393271,1
44,185,0,0.000201826,0
44,37,0,0.000230008,1
43,271,0,0.000224234,2
44,186,0,0.000199919,0
58,286,2,0.000138646,2
37,18,8,0.000269709,1
41,0,0,0.000386613,1
43,103,0,0.000342161,0
14,0,0,0.000208433,1
51,268,0,0.0001734,2
52,114,0,0.000334864,0
17,0,0,0.000300612,1
12,112,0,0.000257561,0
44,5,0,0.000179309,1
41,173,0,0.000175976,0
42,327,0,0.000259384,2
42,99,0,0.000253904,0
52,230,1,0.000208275,2
39,0,0,0.000175608,1
42,84,0,0.000166913,0
16,352,0,0.00024626,2
25,0,0,0.000352824,1
40,365,0,0.000270316,2
33,194,0,0.000403408,0
51,364,8,0.000232903,2
27,354,0,9.51e-05,2
56,279,0,0.000204624,2
40,242,0,0.000187925,2
44,122,0,0.000285534,0
34,0,0,0.000238367,1
17,0,0,0.00032429,1
51,202,0,0.000122975,2
47,93,12,0.000199024,0
61,300,3,0.000127405,2
36,80,0,0.000192613,0
37,0,2,0.000286532,1
52,87,7,0.00014337,0
50,207,0,9.01e-05,2
47,0,8,0.000191121,1
46,133,4,0.000119009,0
56,280,1,0.000261129,2
51,112,0,0.000299908,0
48,0,1,0.000240375,1
40,72,0,8.22e-05,0
41,47,2,0.000166724,1
44,103,0,0.000383581,0
44,249,0,0.000166348,2
34,0,0,0.000217392,1
51,99,0,0.000271773,0
20,105,0,0.000427037,0
60,245,0,0.000167764,2
35,83,0,0.000185101,0
36,0,2,0.000250734,1
44,275,0,0.000343383,2
36,0,0,0.000215521,1
41,0,1,0.000150189,1
34,88,7,0.000158777,0
37,0,0,0.000207829,1
19,0,0,0.000271883,1
24,365,0,0.000217829,2
23,0,0,0.000167593,1
49,111,0,0.000274514,0
29,119,0,0.000292921,0
35,1,0,0.000151788,1
43,174,0,0.000187519,0
43,76,9,0.00024802,0
21,358,0,0.000217377,2
44,0,0,0.000233996,1
42,138,2,0.000238059,0
44,120,0,0.000304396,0
54,366,0,0.000252771,2
20,0,0,0.000438567,1
39,365,0,0.000117472,2
57,116,0,0.000271439,0
41,0,1,0.000256273,1
44,0,0,0.000186089,1
57,268,0,0.00028268,2
52,214,0,9.36e-05,2
23,365,0,0.000198366,2
51,112,0,0.000202985,0
48,131,4,0.000241976,0
37,120,0,0.000181069,0
47,58,0,0.000229747,1
37,175,1,0.00014488,0
50,286,0,0.000113848,2
44,274,0,0.000259887,2
54,278,0,0.000243506,2
36,0,0,0.000287097,1
44,2,0,0.000221908,1
42,0,0,0.000333637,1
42,122,1,0.000232718,0
40,345,4,0.000145935,2
18,110,0,0.000425826,0
44,0,0,0.000330622,1
17,113,0,0.000259155,0
40,111,0,0.000268888,0
37,0,0,0.000176405,1
33,340,0,0.000184953,2
45,103,1,0.000281937,0
47,110,0,0.000280087,0
29,63,0,0.000131795,0
45,111,1,0.000288723,0
39,364,4,0.000257758,2
16,118,0,0.000184588,0
56,280,0,0.000223091,2
39,45,0,0.000282061,1
48,12,0,0.000159742,1
23,196,0,0.000206664,0
17,356,0,0.000226188,2
41,139,0,0.000247365,0
54,110,0,0.000286878,0
55,141,3,0.000194002,0
43,221,0,0.000552213,2
40,76,0,0.000151964,0
34,80,0,0.000160429,0
8,115,0,0.000260981,0
44,58,2,0.000377573,1
34,356,0,0.000139577,2
35,0,0,0.000233976,1
53,157,0,0.000282661,0
17,0,0,0.000389467,1
17,0,2,0.000292359,1
31,333,0,0.000377311,2
46,0,0,0.000373387,1
36,31,0,0.000322072,1
47,122,0,0.000352082,0
62,128,0,0.000283204,0
47,0,0,0.000357126,1
40,0,1,0.000345393,1
45,65,1,0.000286096,0
52,110,0,0.000338249,0
26,362,0,0.000213406,2
29,302,0,8.95e-05,2
17,348,0,0.00015271,2
33,0,1,0.00018717,1
27,16,0,0.000348479,1
44,211,0,0.000307301,2
50,0,3,0.00027779,1
33,0,0,0.000177155,1
33,0,1,0.000300706,1
52,362,0,0.000293428,2
36,114,0,0.000213875,0
44,56,0,0.000249488,1
44,66,6,0.000205802,0
51,82,3,0.00018423,0
34,0,1,0.000164229,1
16,0,0,0.000329844,1
32,86,0,0.00020627,0
44,124,0,0.000254542,0
44,0,3,0.000301865,1
44,124,0,0.00026074,0
44,67,0,0.000284294,0
39,0,7,0.00026722,1
63,103,1,0.000215276,0
32,21,0,0.000391403,1
33,365,4,0.000147155,2
42,0,0,0.000215501,1
48,262,0,0.000279993,2
30,118,0,0.000286877,0
41,345,0,0.000169651,2
51,271,0,0.000246728,2
36,86,0,0.000139815,0
52,103,0,0.00014552,0
34,155,0,0.000251826,0
42,190,0,0.000192391,0
38,10,0,0.000301198,1
15,121,0,0.000216284,0
46,91,4,0.000404629,0
29,343,0,0.000241257,2
55,138,0,0.000218948,0
48,0,0,0.000214471,1
46,0,0,0.000388507,1
54,117,0,0.000125523,0
31,0,0,0.000221391,1
17,0,0,0.000217154,1
38,0,0,0.000212599,1
38,0,7,0.00029149,1
34,118,0,0.000506591,0
34,0,0,0.000168325,1
44,0,0,0.000291982,1
43,0,0,0.000150152,1
57,259,1,0.000291895,2
64,158,4,0.000167819,0
19,0,0,0.000374816,1
40,0,0,0.000216322,1
41,0,0,0.000287028,1
8,107,0,0.000340592,0
39,0,0,0.000258518,1
26,365,0,0.000244289,2
33,106,0,0.000356829,0
41,54,0,0.000136548,1
25,108,0,0.00052568,0
40,255,0,0.000242055,2
46,74,1,0.000247481,0
60,315,3,0.000282467,2
44,22,1,0.000221801,1
47,206,0,0.000265707,2
34,0,0,0.0001746,1
8,118,0,0.000274025,0
43,65,0,0.000346335,0
29,24,0,0.000194288,1
38,0,0,0.000342463,1
34,0,0,0.00023659,1
49,256,0,0.00025619,2
16,113,0,0.000164504,0
50,99,2,0.000132953,0
41,132,0,0.000225304,0
48,366,1,0.000144579,2
41,0,0,0.000120639,1
40,0,0,0.000239163,1
35,0,0,0.000295705,1
31,0,0,0.000258468,1
52,40,0,0.000241181,1
38,0,0,0.000155013,1
37,74,0,0.000179995,0
108,17,49,0.000133974,1
39,73,4,0.000174147,0
48,222,6,0.000118584,2
35,0,4,0.000186853,1
51,120,0,0.00012954,0
38,84,0,0.000251038,0
45,21,1,0.000197301,1
36,95,0,0.000249467,0
52,276,3,0.000282699,2
42,170,0,0.000190293,0
55,275,0,0.000245279,2
45,65,6,0.000203753,0
40,82,2,0.000184317,0
55,120,0,0.00035353,0
41,0,0,0.000160322,1
41,0,0,0.000312189,1
47,71,0,0.000133422,0
44,62,0,0.000245063,0
44,92,0,0.000265939,0
55,115,0,0.00025257,0
56,365,1,0.000220062,2
2,0,0,0.00032836,1
44,90,0,0.000190157,0
48,0,1,0.000192474,1
35,8,0,0.000178395,1
38,40,0,0.000231919,1
43,211,0,0.000353226,2
48,217,0,0.000214513,2
57,334,0,0.000248512,2
29,5,0,0.000358121,1
38,0,0,0.000287937,1
43,4,0,0.00020884,1
43,75,11,0.000195079,0
14,0,0,0.000223025,1
39,0,2,0.000190464,1
44,70,0,0.000297299,0
44,201,0,0.000223309,2
50,43,0,0.000359,1
32,193,0,0.000126563,0
55,304,0,0.000250691,2
20,358,0,0.000191068,2
41,0,0,0.00020051,1
37,0,1,0.000358436,1
52,272,0,0.00033829,2
76,163,25,0.000188374,0
47,114,1,0.000253958,0
14,107,0,0.00030216,0
33,12,0,0.000287744,1
43,87,6,0.000124648,0
42,0,0,0.000240522,1
31,0,0,0.000209091,1
63,106,2,0.000124277,0
45,238,0,0.000282827,2
79,152,26,0.000220087,0
34,365,0,0.000130399,2
58,77,7,0.000199924,0
45,191,0,0.000209239,0
45,107,0,0.000249551,0
31,0,0,0.000172361,1
31,0,0,0.000223204,1
41,81,0,0.000492102,0
14,55,0,0.00015356,1
12,0,0,3.65e-05,1
61,119,0,0.000297617,0
35,113,0,0.000206527,0
42,96,2,0.000211579,0
14,365,0,0.000115304,2
51,291,0,0.000186388,2
41,243,0,0.000131221,2
46,182,1,0.000169032,0
39,364,0,0.000291744,2
44,209,0,0.000222351,2
14,110,0,0.000170235,0
55,246,1,0.000206335,2
52,198,1,0.000152849,2
36,0,0,0.000167867,1
35,136,0,0.000260204,0
35,0,0,0.000166486,1
34,235,0,0.000390622,2
17,0,0,9.11e-05,1
42,0,0,0.000245174,1
40,43,1,0.000486341,1
43,180,0,0.000187948,0
10,76,0,0.000319782,0
27,119,0,0.00025147,0
55,198,3,0.000153874,2
46,23,0,0.000294178,1
53,246,0,0.000233367,2
39,202,0,0.000188917,2
53,365,0,0.000136506,2
34,107,0,0.000250821,0
12,120,0,0.000253779,0
39,89,0,0.000313682,0
44,201,0,0.000122345,2
47,0,0,0.00035306,1
32,26,0,0.000242639,1
51,263,0,0.000138393,2
37,148,0,0.000290444,0
61,41,0,0.000191688,1
32,26,0,0.000301031,1
38,117,0,0.000261027,0
39,73,0,0.000154985,0
40,75,2,0.000298777,0
32,0,0,0.000176354,1
49,0,0,0.000286047,1
35,0,0,0.000326401,1
42,90,0,0.000220616,0
42,0,0,0.000219442,1
32,21,0,0.000300305,1
25,111,0,0.000236214,0
51,355,5,0.000324101,2
57,37,2,7.67e-05,1
53,20,0,0.000401937,1
40,0,0,0.000178137,1
52,259,0,9.75e-05,2
63,243,14,0.000256552,2
57,117,0,0.000158589,0
53,118,0,0.000301344,0
42,0,3,0.00030556,1
63,112,0,0.000335959,0
49,1,0,0.000114023,1
44,191,0,0.000113126,0
41,210,0,0.000264463,2
51,127,14,0.000309481,0
41,31,0,0.000255945,1
44,0,0,7.41e-05,1
42,0,0,0.000165926,1
44,72,1,0.000216107,0
25,0,0,0.000374722,1
42,100,1,0.000215549,0
59,304,2,0.000135437,2
49,0,10,0.000119512,1
21,39,0,0.00023334,1
41,0,0,0.000992917,1
56,275,0,0.000273702,2
14,114,0,0.000317726,0
41,0,0,0.000234299,1
60,309,1,0.000197604,2
61,246,4,0.00017324,2
55,302,0,0.000189159,2
44,0,1,0.000321955,1
32,145,0,0.000107639,0
48,108,1,0.000152665,0
54,80,2,0.000258515,0
61,264,6,0.000291893,2
35,0,0,0.000195283,1
16,93,0,0.000273806,0
40,109,0,0.000152155,0
34,0,0,0.00043943,1
54,120,0,0.000308252,0
21,119,1,0.000126918,0
54,215,2,0.00010466,2
26,365,0,0.000232208,2
47,0,2,0.000312129,1
39,0,0,0.000141708,1
54,75,5,0.000241402,0
48,263,0,0.000116253,2
46,245,0,0.000241252,2
44,55,0,0.000388857,1
32,360,0,0.000219339,2
51,209,0,0.000235759,2
40,0,0,0.000223768,1
28,229,3,0.000122877,2
54,342,0,0.000189726,2
42,0,2,0.000228883,1
41,189,0,0.000254592,0
37,52,0,0.000190215,1
40,185,0,0.000177379,0
53,287,0,0.000192498,2
40,209,0,0.000278529,2
39,0,0,0.00019129,1
32,111,0,0.000336945,0
41,0,0,0.000173147,1
48,68,0,0.000316843,0
36,160,0,0.00019073,0
45,105,1,0.000382417,0
55,114,0,0.000349626,0
44,89,0,0.000286849,0
48,78,1,0.000640858,0
24,0,0,0.000166023,1
47,78,14,0.000291751,0
54,264,1,0.000339058,2
41,169,0,0.000313133,0
36,119,0,0.000231956,0
43,270,0,0.000142453,2
53,324,0,0.00015773,2
50,128,0,0.000344221,0
39,82,0,0.000202618,0
53,219,6,0.00021762,2
55,301,0,0.000197291,2
32,71,0,0.000425874,0
46,0,0,0.000275354,1
27,37,0,0.000222592,1
37,0,0,0.000217611,1
48,239,0,0.000398093,2
37,0,1,0.000247889,1
37,0,0,0.000350007,1
13,0,0,0.00023462,1
33,107,0,0.000135884,0
51,278,0,0.000455211,2
44,172,0,0.000219653,0
36,0,0,0.000229611,1
58,303,0,0.000145554,2
50,104,0,0.000288215,0
44,82,2,0.000226688,0
40,62,0,0.00021625,0
37,0,0,0.000282749,1
44,34,1,0.000105345,1
59,205,1,0.000245302,2
52,328,0,0.00011899,2
47,255,0,0.000219771,2
47,81,5,0.000156631,0
14,0,0,0.000237436,1
33,0,0,0.000177084,1
50,249,0,0.000250366,2
37,0,0,0.000194922,1
44,114,0,0.000267406,0
51,290,0,0.000139228,2
39,0,2,0.000222377,1
22,319,0,0.000177918,2
35,0,0,0.000245652,1
42,0,0,0.000127153,1
36,0,0,0.000220518,1
40,219,0,0.000165067,2
40,79,0,0.000295079,0
52,132,0,0.000208135,0
31,21,0,0.000149695,1
49,73,2,0.000445701,0
41,69,0,0.000153807,0
50,87,2,0.000174303,0
44,86,1,0.000193026,0
43,130,0,0.000180546,0
38,169,0,0.000152222,0
58,256,0,0.000230373,2
44,0,0,0.000280015,1
11,33,0,7.08e-05,1
35,0,9,0.000176039,1
42,6,0,0.000273964,1
51,315,0,0.000353886,2
41,0,0,0.000349884,1
35,0,0,0.000304139,1
32,46,1,0.000212565,1
44,47,0,0.000331857,1
39,329,6,0.000230329,2
41,0,0,0.000529698,1
54,233,3,0.000123382,2
39,97,0,0.000253228,0
27,104,0,0.000554532,0
15,0,0,0.000276354,1
42,72,0,0.000210337,0
39,365,0,0.000256034,2
31,244,0,0.000116822,2
50,224,1,0.000177423,2
69,302,8,0.000181393,2
34,0,0,0.000173361,1
27,101,0,0.00027487,0
51,262,0,0.000118895,2
34,264,0,0.000192746,2
55,295,0,0.000346389,2
43,0,0,0.000177741,1
58,110,2,0.00020007,0
36,326,0,0.000341827,2
42,53,0,0.000212006,1
44,119,0,0.000370609,0
66,244,4,0.000116955,2
46,109,0,0.000407667,0
13,0,0,0.000183737,1
58,92,4,0.000214455,0
42,158,0,0.000408382,0
44,80,0,0.000153549,0
36,0,0,0.000134735,1
41,117,0,0.00019213,0
38,102,0,0.000255841,0
64,280,2,0.000158324,2
36,74,0,0.000295976,0
49,142,0,0.000243057,0
38,0,0,0.000190954,1
51,7,8,0.000177122,1
44,105,0,0.000311022,0
53,94,9,0.000262465,0
24,102,0,0.00032119,0
46,46,7,0.000146534,1
59,113,0,0.000330041,0
44,163,3,0.000224082,0
35,72,0,0.000228482,0
44,23,0,0.000254763,1
53,94,0,0.000228488,0
41,156,0,0.000220752,0
19,0,0,0.000207962,1
35,0,0,0.000307347,1
43,0,0,0.0002212,1
51,273,0,9.64e-05,2
19,52,0,0.000161012,1
51,351,0,0.000213833,2
35,0,5,0.000319407,1
11,119,0,6.03e-05,0
38,290,0,0.000256026,2
49,0,1,0.000129227,1
38,0,0,0.000188303,1
47,121,0,0.000472499,0
55,99,0,0.000222791,0
44,13,2,7.26e-05,1
38,68,0,0.000148028,0
46,121,0,0.000420976,0
52,278,0,0.000186107,2
56,245,0,9.71e-05,2
19,116,0,0.0001487,0
42,116,0,0.000268797,0
59,110,0,0.000280384,0
46,204,0,0.000187281,2
40,88,0,0.000232579,0
39,0,0,0.000178362,1
25,363,0,7.39e-05,2
58,325,0,0.000241479,2
48,232,0,0.000218346,2
44,188,0,0.000242907,0
21,0,0,0.000175418,1
53,119,0,0.000180059,0
47,80,0,0.000151933,0
10,6,0,0.000219687,1
54,120,0,0.000674519,0
47,0,0,0.000207726,1
54,229,8,0.000249214,2
39,0,0,0.000174323,1
38,0,0,0.000147206,1
50,285,0,0.000200892,2
41,25,0,0.000263662,1
52,303,1,0.00023623,2
41,159,0,0.000347833,0
32,89,0,0.000285696,0
3,0,0,0.000274491,1
52,88,0,0.000262525,0
43,0,0,0.000240277,1
37,0,0,0.000264602,1
33,76,0,0.000188938,0
37,75,1,0.000301286,0
42,251,0,0.000204539,2
44,37,0,0.00030683,1
52,354,0,0.000252599,2
36,0,0,0.000394069,1
39,0,0,0.000329604,1
54,362,0,0.000514338,2
39,51,0,0.000211867,1
28,87,0,0.000281783,0
47,6,13,0.000174151,1
51,238,2,0.000141714,2
27,89,0,0.000274751,0
31,249,0,0.0002643,2
38,153,0,0.000135365,0
31,0,0,0.000104984,1
36,0,0,0.000701835,1
25,0,0,0.000274813,1
46,206,0,0.000196683,2
43,45,0,0.000194255,1
37,49,1,0.000293215,1
63,311,10,0.000346322,2
14,123,1,0.000520205,0
57,291,1,0.000375801,2
21,44,0,0.00030508,1
52,128,0,0.000252295,0
37,216,0,0.00018863,2
47,0,7,0.000187541,1
41,83,0,0.00023932,0
39,76,0,0.000459292,0
36,67,6,0.000220423,0
49,0,3,0.000281845,1
36,335,0,0.000204399,2
44,245,0,0.000186593,2
39,0,0,0.000241434,1
24,8,0,0.000265569,1
56,113,0,0.000213689,0
26,365,0,9.73e-05,2
58,322,0,0.000256593,2
39,77,0,0.000184691,0
51,267,0,0.00021333,2
54,234,1,0.000212848,2
15,0,0,0.000385986,1
36,0,0,0.000385103,1
43,11,0,0.000138212,1
52,264,0,0.000137465,2
49,88,0,0.000141085,0
25,104,1,0.000247455,0
20,355,0,0.000195787,2
21,0,0,0.000227572,1
57,333,0,0.000190076,2
13,0,0,0.000289355,1
56,256,0,0.000196839,2
21,115,0,0.000209958,0
37,0,0,0.000246446,1
27,0,1,0.000214017,1
40,0,0,0.000228992,1
40,0,0,0.000315307,1
53,246,0,0.00012573,2
42,365,0,0.000187201,2
40,0,0,0.000478688,1
48,117,0,0.000286247,0
14,118,0,0.000216361,0
34,0,0,0.000377347,1
34,0,0,0.000390862,1
44,256,0,0.000159611,2
44,70,0,0.000196787,0
39,58,0,0.000216757,1
36,63,0,0.000169532,0
38,0,0,0.000170081,1
42,0,0,0.000315256,1
41,48,1,0.000223609,1
33,30,0,0.000362169,1
32,358,0,0.000137732,2
18,0,0,0.000221047,1
54,261,1,0.000320779,2
19,0,0,0.000322102,1
94,156,53,0.000115039,0
36,141,0,0.000276738,0
31,51,0,0.000186058,1
53,263,0,0.000184739,2
43,217,1,0.000201478,2
13,0,0,0.000237087,1
16,112,0,0.000241228,0
11,89,0,0.000218152,0
12,67,0,0.000328164,0
57,108,0,0.00017707,0
59,332,2,0.000185199,2
40,33,0,0.000257914,1
55,343,0,0.000320257,2
47,56,0,0.000516228,1
40,76,0,0.000382078,0
36,250,0,0.000330361,2
48,101,0,0.000257788,0
47,224,0,0.000155496,2
50,288,0,0.000182794,2
40,0,0,0.000260862,1
53,92,0,0.000331923,0
54,364,0,0.000176429,2
37,111,0,0.000315564,0
35,33,0,0.000230751,1
54,126,0,0.000123286,0
51,253,2,0.00024677,2
51,360,1,0.00020086,2
58,67,3,0.0001802,0
20,0,0,0.000304585,1
45,62,0,0.000154844,0
46,236,0,0.00021489,2
47,79,4,0.000206369,0
34,198,0,9.11e-05,2
47,195,1,0.00016729,0
53,99,0,0.00017297,0
48,308,0,0.000126175,2
38,0,0,0.000292421,1
47,87,3,0.000366875,0
45,0,0,0.000389304,1
44,0,1,0.000150025,1
35,0,0,0.000248802,1
40,0,5,0.00026621,1
36,0,0,0.000301875,1
