median_aqi,pm25_days,unhealthy_days,resp_death_rate,Risk_Cluster
35,56,0,0.000250777,1
50,89,0,0.000367722,0
31,0,0,0.000333396,1
42,6,0,0.00023317,1
42,292,1,0.000136235,2
38,0,0,0.000278491,1
35,0,0,0.000205017,1
41,295,0,0.000285056,2
52,181,4,0.000203422,0
57,288,1,0.000204443,2
42,7,0,0.00023384,1
45,0,10,0.000255558,1
43,254,0,0.000110144,2
52,241,0,0.000197512,2
56,201,18,0.000127549,2
59,320,2,0.000258927,2
16,101,0,0.000200218,0
39,164,0,0.000150715,0
41,0,1,0.000558567,1
47,211,0,0.000229615,2
55,238,1,0.000147984,2
38,0,0,0.000151575,1
56,92,1,0.000361681,0
30,0,0,0.000121177,1
50,142,3,0.000122258,0
40,0,2,0.000311185,1
34,0,0,0.000288415,1
47,199,0,0.000206167,2
18,107,0,0.00056822,0
32,0,3,0.000207909,1
58,303,1,0.000300358,2
49,209,1,0.000310172,2
38,0,0,0.000235902,1
47,0,0,0.000262936,1
31,109,0,0.000196951,0
33,0,0,0.000208947,1
43,0,0,0.000383648,1
45,366,0,0.000194226,2
38,0,0,0.000242348,1
42,305,0,0.00023713,2
50,83,4,0.000200654,0
37,0,1,0.000141234,1
34,0,1,0.000279441,1
43,54,7,0.000297638,1
40,125,0,0.000294815,0
44,190,0,0.000233393,0
44,116,0,0.000258307,0
9,112,0,0.000227001,0
27,362,0,0.000193865,2
33,122,0,0.000251825,0
38,144,2,0.000258407,0
57,119,0,0.000260188,0
38,92,1,0.000179468,0
44,88,5,0.000308258,0
40,74,0,0.000255327,0
56,329,1,0.00017484,2
43,0,0,0.000145479,1
52,112,0,0.000163599,0
46,201,0,0.000287344,2
33,175,0,0.00019701,0
31,360,0,0.00019711,2
45,89,16,0.000276176,0
50,44,1,0.000147324,1
64,289,2,0.000273529,2
44,221,0,0.000392924,2
26,360,0,0.000142431,2
49,110,0,0.000232343,0
46,91,2,0.000208941,0
48,65,1,0.000246201,0
35,70,2,0.000470786,0
44,143,0,0.000109001,0
42,0,7,0.00025901,1
20,119,1,0.000319405,0
45,235,0,0.000211383,2
28,362,0,0.000215515,2
52,120,0,0.000369146,0
39,178,0,0.000265395,0
34,0,0,0.000145242,1
39,115,0,0.000362237,0
51,83,0,0.000308287,0
32,0,0,0.000159377,1
34,0,1,0.00025471,1
49,235,0,0.000166811,2
41,0,0,0.000161581,1
59,222,2,0.000242108,2
42,0,0,0.000277562,1
44,89,0,0.000231666,0
46,0,0,0.00027493,1
36,176,0,0.000238466,0
51,227,0,0.000147999,2
54,64,1,0.000168065,0
43,190,0,0.000148285,0
14,24,0,0.000208178,1
56,191,2,0.000134883,0
48,0,7,0.000452669,1
37,0,0,0.000316185,1
41,51,0,0.000168512,1
40,77,0,0.000162164,0
54,292,0,0.000346081,2
33,49,0,0.000151049,1
42,2,0,0.000235641,1
38,75,0,0.000329057,0
45,162,0,0.000259435,0
54,234,3,0.000250205,2
48,226,2,0.000133721,2
47,233,1,0.000159025,2
45,0,0,0.000246066,1
44,0,1,0.000149749,1
47,53,0,0.000305982,1
58,283,2,0.000157933,2
47,194,0,0.000242122,0
64,163,2,0.000243699,0
46,96,4,0.000236906,0
43,0,0,0.000147243,1
51,354,1,0.000179982,2
40,0,0,0.000165236,1
44,243,0,0.000219709,2
49,274,0,0.000241396,2
36,36,0,0.000241528,1
33,331,4,0.000187899,2
57,121,0,0.00025277,0
38,95,0,0.000185611,0
19,0,0,0.000436898,1
42,141,1,0.00034048,0
32,362,0,0.000138509,2
39,0,0,0.000230546,1
46,188,0,0.000185904,0
54,77,2,0.000137071,0
51,123,0,0.00020787,0
43,101,0,0.000252601,0
47,349,0,0.000146357,2
52,304,0,0.00028307,2
58,353,1,0.000237793,2
46,54,0,0.000137924,1
35,0,0,0.000305636,1
40,0,0,0.000255669,1
42,79,2,0.000239653,0
19,97,0,0.000327097,0
63,262,4,0.000392907,2
22,25,0,0.00015467,1
28,53,0,0.000191548,1
36,0,0,0.00033083,1
54,267,0,0.000238801,2
43,0,0,0.00034447,1
65,271,9,0.000232313,2
31,121,0,0.000345043,0
32,66,1,9.99e-05,0
42,204,0,0.000168767,2
49,102,0,0.000179978,0
18,0,0,0.000287924,1
42,230,3,0.000294148,2
31,0,0,0.000205337,1
40,0,0,0.00019467,1
40,96,0,0.000263739,0
44,280,0,0.000166395,2
34,15,1,0.000224336,1
36,359,0,0.000198775,2
55,114,0,0.000187619,0
30,3,0,0.000149864,1
51,116,0,0.00032936,0
54,118,1,0.00025471,0
36,11,0,0.000137992,1
49,109,0,0.00024444,0
44,190,0,0.000126408,0
37,38,0,0.000195242,1
38,0,0,0.000330926,1
49,69,0,0.000167549,0
40,118,0,0.000310891,0
34,62,0,0.000325089,0
47,104,1,0.000242406,0
55,168,1,0.000187312,0
35,19,0,0.000300593,1
16,97,0,0.000217338,0
16,0,0,0.000290213,1
43,77,1,0.000205948,0
35,0,0,0.000152516,1
58,238,4,0.00017235,2
43,151,0,0.000216324,0
54,239,0,0.00021718,2
40,44,0,0.000262887,1
44,0,1,0.000175446,1
40,330,0,0.000178689,2
28,361,5,0.000138382,2
45,32,7,0.000294915,1
14,0,0,0.000333199,1
29,0,0,0.000213144,1
44,0,0,0.00023332,1
42,98,0,0.000157853,0
41,15,0,0.000248449,1
42,56,0,0.000263805,1
31,31,0,0.000229358,1
39,0,0,0.000285179,1
51,17,29,0.000171359,1
43,0,0,0.000251429,1
26,362,1,0.00025551,2
52,200,6,0.000199948,2
39,0,1,0.000330874,1
46,94,0,0.00020816,0
48,11,0,0.000217864,1
54,90,2,0.000237734,0
54,274,0,0.000138786,2
39,72,1,0.000230464,0
44,0,3,0.000279852,1
49,241,2,0.000129015,2
40,58,0,0.000113184,1
47,120,0,0.000417616,0
47,30,0,0.00019262,1
39,97,0,0.00021776,0
44,0,2,0.000195994,1
17,0,0,0.000234238,1
56,73,1,0.000299109,0
48,116,0,0.000447903,0
38,128,0,0.000190053,0
35,0,0,0.000268959,1
44,0,0,0.000417218,1
47,159,0,0.000201582,0
41,0,0,0.000168704,1
46,7,3,0.000180084,1
58,115,0,0.000537239,0
20,49,0,0.000165323,1
40,0,0,0.000178304,1
41,0,0,0.000232323,1
46,0,1,0.000238465,1
35,70,0,0.000225191,0
48,0,1,0.000136694,1
57,351,0,0.000190945,2
43,277,8,0.000243485,2
31,0,0,0.000306605,1
42,229,0,0.000189032,2
40,0,10,0.000609399,1
39,249,0,0.000252299,2
33,349,0,0.000151089,2
8,111,0,0.000197347,0
40,0,0,0.000352658,1
54,122,0,0.00048547,0
47,254,0,0.000260593,2
44,0,0,0.00036906,1
48,2,0,0.000253827,1
50,220,1,0.000129414,2
33,0,0,0.000218785,1
15,115,0,0.000234978,0
40,0,0,0.00011962,1
44,91,6,0.000226062,0
44,347,0,0.000155286,2
58,111,0,0.000116026,0
10,0,0,0.00023732,1
62,268,2,0.000197219,2
53,306,0,0.000191294,2
57,277,1,0.000225933,2
47,250,1,0.000178975,2
35,345,0,0.00017603,2
6,0,0,0.000372983,1
51,0,1,0.000198423,1
56,242,1,0.00041325,2
38,68,0,0.000137572,0
41,0,2,0.000338436,1
46,45,0,9.44e-05,1
8,120,0,0.000237853,0
45,10,0,0.000176455,1
21,117,0,0.000248674,0
12,0,0,0.000240119,1
47,0,0,0.000857974,1
44,11,0,0.000141306,1
39,195,0,0.000125645,0
44,0,9,0.000138504,1
43,366,0,0.000176634,2
35,19,0,0.000203086,1
29,52,0,0.000207964,1
43,170,0,0.000151421,0
61,105,0,0.000328429,0
47,292,0,0.000164427,2
37,0,0,0.000233248,1
42,0,1,0.000235293,1
33,0,1,0.00022139,1
48,0,3,0.000243404,1
38,122,0,0.000278159,0
19,0,0,0.000103286,1
55,148,4,0.000252868,0
36,0,0,0.000130721,1
40,252,0,0.000378597,2
43,195,0,0.000111504,0
40,33,0,0.000126667,1
41,182,0,0.000246948,0
49,300,1,0.000244158,2
32,33,0,0.000131239,1
17,0,0,0.000175594,1
47,121,0,0.000318091,0
77,190,19,0.000202149,0
38,0,0,0.000284118,1
82,168,41,0.000196746,0
61,365,0,0.000284006,2
38,0,0,0.000388392,1
45,220,0,0.000206731,2
52,329,0,0.000235264,2
56,252,0,0.000184654,2
45,85,0,0.000389611,0
8,0,0,0.000135083,1
46,72,0,0.000229103,0
55,103,2,0.000339653,0
29,335,0,0.000100333,2
44,85,6,0.000159238,0
40,261,0,0.000241632,2
39,0,0,0.000420443,1
53,122,0,0.000127075,0
32,113,0,0.000370058,0
15,71,0,0.000271532,0
42,200,0,0.000198641,2
65,356,0,0.000323813,2
50,364,0,0.000226508,2
55,321,1,0.000233547,2
45,37,0,0.000213189,1
53,279,1,0.000125518,2
47,56,2,0.000395425,1
31,0,1,0.000164555,1
29,118,0,0.000239425,0
37,47,0,0.000225672,1
15,117,0,0.000307666,0
34,93,0,0.000348397,0
51,194,0,0.000205879,0
31,0,1,0.000284463,1
44,181,0,0.000219734,0
42,0,2,0.00029939,1
22,0,0,0.000338142,1
16,0,0,0.000307086,1
34,0,0,0.000276866,1
58,69,0,0.00019762,0
34,74,4,0.000247025,0
37,0,0,0.000218124,1
38,11,10,0.000145292,1
44,87,0,0.000227505,0
60,255,0,0.000184772,2
43,82,0,0.000151345,0
43,244,0,0.00051465,2
45,252,0,0.000156737,2
39,0,0,0.000175019,1
56,279,1,9.01e-05,2
61,258,2,0.000260472,2
31,0,0,0.00032896,1
51,98,1,0.000341237,0
36,0,0,0.000416809,1
49,351,1,0.000154507,2
41,82,8,0.000201378,0
55,314,0,0.00029113,2
44,79,0,0.000248937,0
41,0,0,0.000323549,1
54,209,9,0.000158844,2
44,0,15,0.000279952,1
39,241,0,0.000211422,2
17,86,0,0.000287136,0
36,231,0,0.000339475,2
39,0,0,0.000186447,1
43,87,1,0.00025084,0
56,195,2,0.00011802,0
51,107,0,0.000133415,0
44,0,2,0.000186219,1
35,73,0,0.000345412,0
7,0,0,0.000234702,1
54,257,1,0.000219725,2
53,209,9,0.000183876,2
46,343,9,0.000210836,2
45,0,0,0.000241146,1
49,205,0,0.000164337,2
34,0,0,0.000122621,1
43,201,0,0.000290362,2
55,211,1,0.000150022,2
16,0,0,0.000152552,1
21,361,0,0.000144525,2
31,0,0,0.000413904,1
45,77,0,0.000113016,0
15,0,0,0.000252959,1
46,87,0,0.000246686,0
52,101,1,0.00017738,0
33,81,0,0.000219273,0
54,204,0,0.000219854,2
33,0,0,0.000338468,1
44,72,0,0.000231047,0
41,314,2,0.000241634,2
55,264,0,0.000229943,2
26,124,0,0.000263622,0
61,101,0,0.000386463,0
48,90,14,0.000187422,0
47,184,0,0.000181951,0
38,119,0,0.000283286,0
54,219,4,0.000230276,2
44,45,0,0.00010556,1
55,282,0,0.000347952,2
50,277,0,0.000243305,2
44,0,0,0.000179262,1
44,0,0,0.000347072,1
41,0,0,0.000196845,1
39,0,0,0.000198916,1
36,0,0,0.00021616,1
43,14,0,0.00023547,1
45,90,0,0.000183011,0
44,241,0,0.000227235,2
58,0,0,0.000174161,1
36,90,0,0.000177628,0
54,0,11,0.000297669,1
45,78,8,0.000196998,0
44,237,0,0.000212355,2
14,0,0,0.000205309,1
31,0,0,0.000321134,1
44,172,0,0.000138875,0
47,207,2,0.000261757,2
17,72,0,0.00025356,0
10,0,0,0.000256406,1
45,92,0,0.000249736,0
18,40,1,0.000129744,1
49,80,6,0.000245777,0
58,73,8,0.00020097,0
43,87,0,0.000142252,0
46,254,0,0.000160594,2
54,327,0,0.000224632,2
62,244,9,0.000233,2
49,112,0,0.000207715,0
42,35,5,0.00022846,1
41,147,2,0.000222913,0
54,103,12,0.000228036,0
44,54,0,0.000418103,1
26,351,0,0.000163108,2
44,74,3,0.000461931,0
26,338,0,0.000191723,2
50,243,4,0.000198591,2
35,0,0,0.000256579,1
40,184,0,0.000201349,0
47,0,3,0.000284441,1
60,119,0,0.000303474,0
61,295,1,0.000294094,2
44,93,5,0.000178427,0
49,136,2,0.000141403,0
55,250,0,0.000206338,2
23,208,0,0.000189784,2
48,122,0,0.000198417,0
54,276,2,0.000188871,2
54,328,0,0.000184543,2
22,70,0,0.000197655,0
41,0,1,0.00019155,1
47,335,0,0.000171866,2
29,365,0,0.00021671,2
42,72,2,0.000256121,0
39,0,1,0.000237454,1
41,0,0,0.000138296,1
38,275,0,0.000140705,2
43,105,0,0.000269081,0
45,184,0,0.000144869,0
41,76,6,0.000173561,0
15,0,0,0.000300273,1
56,276,4,0.000217394,2
40,0,0,0.000182803,1
38,59,0,0.000112342,1
26,91,0,7.06e-05,0
37,134,0,0.000270505,0
51,245,0,0.00024156,2
47,239,0,0.000232971,2
45,193,0,0.000169194,0
40,0,0,0.000271348,1
36,42,0,0.000373651,1
58,87,2,0.000173088,0
40,100,0,0.000154875,0
36,79,0,0.000269401,0
33,0,0,0.000228759,1
27,340,0,7.34e-05,2
44,18,0,0.000227518,1
54,321,0,0.000301397,2
38,0,0,0.000264756,1
34,354,0,0.000165736,2
47,150,2,0.000138241,0
52,247,0,0.000171939,2
15,120,0,0.000185505,0
60,246,7,0.000294573,2
30,208,0,0.000219311,2
37,0,0,0.000252301,1
59,246,5,0.000262468,2
8,117,0,0.000120138,0
43,93,3,0.000248714,0
24,96,0,0.000548188,0
38,0,0,0.000152638,1
47,279,1,0.000157698,2
39,0,0,0.000243489,1
51,359,0,0.000252221,2
23,52,0,0.000127828,1
47,18,0,0.000194371,1
48,26,0,0.000187666,1
46,0,0,0.000117173,1
53,249,7,0.000361963,2
19,122,0,0.000664409,0
41,97,0,0.000223009,0
35,144,0,0.000294325,0
36,105,0,0.000278902,0
46,94,5,0.000145711,0
44,188,0,0.000159777,0
51,191,0,0.000278465,0
45,0,4,0.000271538,1
50,20,0,0.000395053,1
42,0,0,0.000304001,1
52,84,4,0.000136793,0
28,98,0,0.000290719,0
12,0,0,4.22e-05,1
35,0,0,0.000365309,1
37,206,0,0.000196917,2
52,361,0,0.000344555,2
36,28,0,0.000366979,1
35,0,0,0.000621756,1
8,0,0,0.000242365,1
30,365,0,0.000357459,2
33,0,0,0.000300781,1
45,0,1,0.000247845,1
54,110,0,0.000269197,0
52,265,0,0.000182522,2
30,50,0,0.000151284,1
44,150,0,0.000247727,0
52,120,0,0.000224126,0
84,126,27,0.000153648,0
34,365,0,0.000237497,2
50,245,0,0.000221671,2
43,238,0,0.000246004,2
20,0,0,0.000351264,1
38,122,1,0.000133092,0
31,117,0,0.000214992,0
59,292,1,0.000298506,2
37,0,0,0.000279708,1
44,353,0,0.000138335,2
22,0,0,0.000323114,1
17,0,0,0.000347823,1
37,150,0,0.000196103,0
31,41,0,0.000190171,1
18,0,0,0.000186278,1
47,98,0,0.00040464,0
53,118,0,0.000341767,0
17,45,0,0.000217035,1
41,59,3,0.000172815,1
24,347,0,0.000185058,2
39,112,0,0.000659999,0
33,114,0,0.000156724,0
41,0,0,0.000199956,1
41,0,0,0.000229406,1
35,38,0,0.000560247,1
13,120,0,6.59e-05,0
63,120,1,0.000316893,0
41,263,0,0.00044928,2
28,366,0,0.000150708,2
101,157,78,0.000213088,0
36,0,0,0.000318205,1
44,34,0,0.00027428,1
65,269,10,0.000136455,2
53,107,1,0.000268915,0
23,0,0,0.00015139,1
46,319,0,0.000236533,2
57,115,0,0.000202812,0
49,88,9,0.000215483,0
32,12,0,0.000261242,1
54,280,0,0.000130061,2
68,271,11,0.00028463,2
24,0,0,0.000341407,1
42,19,0,0.00023784,1
42,91,0,0.00020769,0
36,0,0,0.00027285,1
48,243,0,0.000293948,2
47,36,0,0.00037363,1
42,73,0,0.000247223,0
42,244,0,0.000423783,2
46,197,7,0.000216134,2
29,365,0,0.000154784,2
52,84,14,0.000177621,0
18,0,0,0.000277384,1
40,0,1,0.000200282,1
41,0,3,0.000171627,1
59,97,0,0.000330244,0
108,153,97,0.000214983,0
43,220,0,0.000198362,2
41,41,0,0.000335254,1
44,0,0,0.00020093,1
11,0,0,0.000191678,1
14,0,0,0.000237481,1
44,241,0,0.000312964,2
39,39,0,0.000346914,1
46,83,15,0.000294692,0
42,11,0,9.78e-05,1
42,0,0,0.000274507,1
49,0,4,0.000218117,1
35,0,0,0.000199035,1
37,168,0,0.000195627,0
33,12,1,0.000322484,1
52,279,0,0.000207692,2
39,0,0,0.000238543,1
61,245,15,0.000127733,2
7,0,0,0.000242692,1
41,158,0,0.000231957,0
44,0,0,9.9e-05,1
35,0,1,0.000345073,1
55,307,0,0.00020819,2
58,0,4,0.000207897,1
48,363,0,0.000238805,2
37,31,0,0.000157505,1
17,0,0,0.000252614,1
41,96,4,0.000294,0
61,156,3,0.000210991,0
42,10,0,0.000128187,1
44,0,0,0.000187751,1
55,118,0,0.000202311,0
26,364,5,0.00027738,2
63,254,4,9.51e-05,2
54,121,0,0.000443399,0
54,49,0,0.000338493,1
43,208,1,0.000272911,2
9,119,0,0.000209728,0
34,115,0,0.000108937,0
31,0,0,0.000252192,1
33,363,1,0.000154967,2
16,0,0,0.000326423,1
50,152,1,0.000204477,0
26,159,1,0.000221083,0
28,0,0,0.000212688,1
44,172,0,0.000218587,0
56,226,1,0.000144622,2
39,277,1,0.000343551,2
37,0,0,0.000147958,1
33,42,0,0.000217479,1
36,358,0,0.000263172,2
39,0,0,0.000306023,1
46,268,0,0.000191587,2
37,0,1,0.000129745,1
30,0,0,0.000195083,1
61,350,7,0.000153395,2
51,2,0,0.000161925,1
57,90,0,0.000229782,0
52,115,0,0.000401313,0
33,0,0,0.000251579,1
18,0,0,0.000263224,1
32,125,0,0.000226484,0
42,0,3,0.000171187,1
27,0,0,0.000239962,1
51,0,2,0.000120658,1
44,96,0,0.000280949,0
13,112,0,0.000327577,0
28,364,0,0.000107422,2
48,61,0,0.000448978,0
47,39,0,0.00030738,1
53,119,0,0.000293702,0
52,267,0,0.000220328,2
33,121,0,0.000258048,0
44,0,0,0.00034149,1
26,0,0,0.000199481,1
51,253,0,0.000145948,2
46,0,1,0.000183682,1
45,305,0,0.000338453,2
20,349,0,0.000191289,2
40,0,0,0.000363728,1
39,51,0,0.000154161,1
45,74,0,0.00047364,0
52,120,0,0.000351971,0
46,120,0,0.000489636,0
37,83,0,0.000169622,0
34,234,0,0.000440422,2
38,365,0,0.000118276,2
58,121,0,0.000428295,0
15,0,0,0.000217166,1
37,0,0,0.000296211,1
20,0,4,0.00021531,1
58,282,3,0.000184683,2
44,0,1,0.000342603,1
46,72,22,8.5e-05,0
12,109,0,0.000407394,0
43,94,0,0.000177672,0
46,84,0,0.000185553,0
45,0,0,0.000176288,1
45,195,1,0.000200177,0
54,363,0,0.000256666,2
50,90,0,0.000195824,0
33,0,0,0.000195295,1
43,85,1,0.000185517,0
70,198,0,0.00024028,2
43,248,0,0.000132752,2
37,119,0,0.000318925,0
40,0,0,0.000389073,1
58,282,3,0.000181328,2
17,0,0,0.000399026,1
48,88,0,0.000178341,0
35,0,1,0.000343895,1
58,121,0,0.000276026,0
55,238,3,0.000231731,2
54,220,6,0.000295959,2
43,0,0,0.00027777,1
32,361,0,0.000133215,2
26,358,6,0.000158026,2
36,114,0,0.00021921,0
13,0,0,0.000401214,1
8,107,0,0.000267491,0
44,172,0,0.000283573,0
67,0,1,0.000119914,1
50,248,1,0.000217061,2
36,0,0,0.00024495,1
44,17,2,0.000284053,1
50,122,0,0.00011739,0
43,45,0,0.000400189,1
19,106,0,0.00025055,0
3,0,0,0.000326487,1
35,0,0,0.00015526,1
39,101,0,0.000137688,0
54,218,6,0.000162047,2
29,0,0,0.000243593,1
38,366,0,0.000188222,2
44,0,0,0.000204809,1
49,90,0,0.000192076,0
39,77,0,0.00016038,0
36,0,0,0.000343476,1
99,153,51,0.000210406,0
13,0,0,0.000234419,1
34,0,0,0.000324549,1
31,360,0,0.000295571,2
34,0,0,0.000271221,1
38,0,0,0.000357598,1
55,281,2,0.00026252,2
52,247,0,0.000303416,2
19,0,0,0.000284108,1
42,120,0,0.000449063,0
54,307,0,0.000244124,2
43,23,0,0.000215782,1
59,121,0,0.000700041,0
41,0,3,0.000164818,1
63,293,1,0.00027412,2
40,119,0,0.000201309,0
23,0,0,0.000509457,1
26,102,0,0.000177807,0
40,27,0,0.000639815,1
48,0,3,0.000580438,1
26,21,0,0.000305284,1
51,285,1,0.000317758,2
36,0,2,0.000156257,1
36,0,0,0.000350697,1
34,330,0,0.000341142,2
38,190,1,0.000244141,0
41,80,0,0.000326856,0
69,135,5,0.000146834,0
46,232,0,0.000232979,2
32,115,0,0.000151325,0
35,23,0,0.000331958,1
43,230,0,0.000172702,2
22,111,0,9.33e-05,0
40,85,0,0.000159542,0
50,47,14,0.000150482,1
36,205,0,0.000182436,2
61,118,0,0.000106821,0
48,244,0,0.000193941,2
56,237,5,0.000221271,2
43,0,0,0.000214896,1
28,363,1,0.000232969,2
44,12,0,8.54e-05,1
64,250,12,0.00027854,2
59,218,4,0.000164304,2
40,0,0,0.00014464,1
47,285,0,0.000234101,2
38,84,0,0.000262754,0
58,95,5,0.000295826,0
39,0,0,0.000202765,1
35,20,0,0.000347634,1
84,182,55,0.000194292,0
45,0,0,0.000353121,1
50,0,4,0.000256888,1
58,348,0,0.000272686,2
49,97,0,0.000415629,0
56,104,0,0.000185311,0
61,293,2,0.000349148,2
44,15,0,0.000305737,1
63,104,0,0.000347539,0
46,257,0,0.00025979,2
54,122,0,0.000156374,0
34,0,0,0.000143087,1
70,258,13,0.000171179,2
39,56,0,0.000206565,1
34,355,1,0.000275455,2
39,111,0,0.00034409,0
57,365,0,0.000288317,2
77,0,2,0.000111664,1
43,71,0,0.00021171,0
39,0,0,0.000222774,1
44,0,0,0.000269696,1
57,116,0,0.00024641,0
45,212,0,0.000253615,2
59,263,5,0.000143757,2
81,185,38,0.000142731,0
33,0,0,0.000300613,1
31,3,0,0.000364355,1
57,120,0,0.000247404,0
15,0,0,0.000246238,1
41,0,1,0.000168203,1
39,0,0,0.000214468,1
40,117,0,0.000208683,0
44,11,0,0.000124545,1
56,101,2,0.00023462,0
33,0,0,0.000208891,1
34,0,0,0.000191309,1
32,26,0,0.000395564,1
40,162,0,0.000125569,0
59,223,3,0.000118406,2
24,99,0,0.000194477,0
48,288,0,0.000201281,2
44,365,0,0.000137114,2
35,363,0,0.000186342,2
45,5,0,0.00025327,1
34,115,0,0.000230521,0
48,235,0,0.000237318,2
63,146,4,0.000241105,0
44,289,20,6.79e-05,2
40,71,1,0.000318581,0
47,60,0,0.000244179,0
42,3,0,0.00023549,1
51,238,0,0.000162736,2
52,365,0,0.000150154,2
51,4,9,0.000347355,1
68,281,14,0.000199789,2
44,258,16,6.04e-05,2
33,115,0,0.000260589,0
42,56,1,0.000188759,1
33,365,3,0.000134113,2
53,315,0,0.000345554,2
28,236,0,0.000105852,2
29,0,0,0.000172093,1
51,129,0,0.000226864,0
44,160,0,0.000197679,0
51,62,0,0.000409787,0
38,0,0,0.000254004,1
44,0,0,0.000195965,1
33,336,0,0.000175671,2
47,236,0,0.000264867,2
42,98,0,0.000219836,0
19,0,0,0.000396835,1
41,184,0,0.000109717,0
31,0,0,0.000366137,1
42,0,0,0.000368613,1
49,32,0,0.000152336,1
40,220,0,0.000136918,2
21,317,0,0.000259671,2
55,109,0,0.000268238,0
31,27,0,0.000229195,1
29,360,0,0.000137159,2
55,114,0,0.000284452,0
53,260,1,0.000178004,2
49,284,0,0.000182815,2
31,248,0,0.000141151,2
39,88,0,0.000305641,0
48,14,2,0.000264843,1
9,122,0,0.000131672,0
54,309,0,0.000284175,2
21,28,0,0.000319703,1
42,119,0,0.000295153,0
28,355,1,0.000238231,2
35,0,1,0.000259493,1
50,225,1,0.000160287,2
44,0,0,0.000231016,1
20,111,0,0.000123013,0
44,88,18,0.000210774,0
38,191,0,0.000342989,0
41,0,0,0.000348475,1
58,118,0,0.000452664,0
37,0,2,0.000205079,1
57,115,0,0.000309908,0
49,273,0,9.01e-05,2
17,0,0,0.000246725,1
59,78,0,0.000260262,0
43,77,2,0.000283692,0
50,81,1,0.000147785,0
41,117,0,0.000273122,0
29,120,0,0.000161348,0
44,235,0,0.000172508,2
34,95,0,0.00018266,0
16,0,0,0.000266853,1
31,197,0,0.000186957,2
46,76,0,0.000228581,0
39,360,0,0.000234756,2
40,0,0,0.000237089,1
13,65,0,0.000252214,0
25,363,0,0.000192543,2
41,79,0,0.000223462,0
23,157,0,0.00023617,0
55,202,0,0.000196494,2
48,280,0,0.000159147,2
39,190,0,0.000186432,0
37,0,5,0.000137775,1
59,113,1,0.000351752,0
38,0,2,0.000353016,1
36,0,0,0.000172649,1
48,0,0,0.000300873,1
43,251,0,0.000312097,2
56,219,7,0.000408926,2
19,0,0,0.00046997,1
60,242,2,0.000259245,2
51,81,4,0.000203835,0
23,0,0,0.000303063,1
40,33,0,0.000295041,1
46,0,0,0.000266962,1
34,76,0,0.000284035,0
53,118,0,0.000408763,0
42,111,0,0.000231354,0
33,0,1,0.000187692,1
40,0,2,0.000180883,1
39,20,0,0.000317685,1
15,0,0,0.00020624,1
58,103,0,0.000261102,0
50,116,0,0.000246889,0
39,189,0,0.000229197,0
52,266,0,0.000221461,2
44,37,0,0.000138425,1
44,183,0,0.000282133,0
45,0,0,0.000140386,1
56,255,2,0.000310188,2
36,0,0,0.000162273,1
51,248,0,0.000191922,2
7,0,0,0.00029109,1
36,0,1,0.000276161,1
49,264,0,0.000196416,2
35,0,0,0.000276991,1
19,45,0,0.000161345,1
50,0,0,8.2e-05,1
45,19,0,0.000125837,1
33,0,0,0.00025564,1
45,0,0,9.65e-05,1
16,0,0,0.000175713,1
61,364,1,0.000328265,2
44,0,0,0.000358855,1
30,0,0,0.000469602,1
54,0,0,0.000309891,1
48,0,4,0.000339191,1
45,0,0,0.000251549,1
38,0,0,0.00034626,1
54,0,2,0.000217338,1
51,239,0,0.000258458,2
36,0,0,0.000384382,1
39,0,0,0.000226645,1
44,0,0,0.000122881,1
49,298,0,0.000113422,2
37,0,1,0.000194831,1
47,0,15,0.000378693,1
42,15,1,0.000311922,1
41,0,0,0.000260474,1
19,120,0,0.000243826,0
53,96,0,0.000332294,0
42,0,3,9.53e-05,1
37,0,0,0.000178492,1
51,4,5,0.000344023,1
43,0,5,0.000216846,1
60,272,0,0.000102111,2
70,280,18,0.000286325,2
38,74,0,0.00030252,0
48,0,2,0.000209664,1
57,295,1,0.000297558,2
46,67,6,0.000312492,0
44,213,0,0.000330079,2
49,95,0,0.000161147,0
44,0,3,0.000231437,1
36,0,0,0.000176522,1
35,60,1,0.000264804,1
54,239,1,0.000196959,2
39,19,0,0.00022311,1
42,63,0,0.000266434,0
50,314,0,0.000167794,2
52,258,0,0.000206357,2
54,116,0,0.000271162,0
55,278,4,0.000144294,2
53,277,3,0.000221129,2
43,207,0,0.000225735,2
33,365,3,0.00026381,2
62,322,1,0.000223006,2
41,0,0,0.000232815,1
59,272,10,0.000116296,2
41,0,0,0.000179568,1
45,183,0,0.000273888,0
19,53,0,0.000312244,1
45,6,0,0.000169914,1
46,264,0,0.000313003,2
48,244,0,0.000239985,2
40,0,0,0.000201692,1
51,238,0,0.000212583,2
48,100,0,0.000217489,0
49,244,0,0.000354073,2
37,82,0,0.000267665,0
46,279,0,9.98e-05,2
51,362,9,0.000194686,2
49,280,0,0.000329011,2
51,121,0,0.00042847,0
39,0,0,0.000266163,1
61,177,4,0.000173329,0
44,254,0,0.000247873,2
29,362,1,0.000231808,2
39,0,1,0.000196289,1
44,0,0,0.000158203,1
43,0,0,0.000200208,1
52,300,0,0.000177169,2
39,227,1,0.000113547,2
43,66,0,0.000251538,0
44,0,0,0.000278634,1
49,13,2,9.78e-05,1
32,0,0,0.000239735,1
56,117,0,0.000248132,0
44,0,7,0.000311832,1
44,9,0,0.000225923,1
